"Neighborhood","Neighborhood_Latitude","Neighborhood_Longitude","Venue","Venue Latitude","Venue Longitude","Venue Category"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Five Guys",43.6487987190222,-79.3816807899204,"Burger Joint"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"The Gabardine",43.6509880106423,-79.3812251321815,"American Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Leña",43.651722,-79.379205,"Latin American Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Terroni",43.650927,-79.375602,"Italian Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Starbucks",43.646731,-79.383951,"Coffee Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Crepe TO",43.650063279511,-79.3745866452387,"Creperie"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"GoodLife Fitness Toronto Street Women's Only",43.6504,-79.3767,"Gym"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Pizzaiolo",43.6502057323607,-79.3761837861561,"Pizza Place"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Tim Hortons",43.6462559675246,-79.3795734643936,"Coffee Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Sukhothai",43.6484871024991,-79.3745473524563,"Thai Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"DAVIDsTEA",43.6505465529438,-79.3833849334987,"Tea Room"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Irish Embassy",43.6479184993615,-79.377273451579,"Irish Pub"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Pravda Vodka Bar",43.6485155306747,-79.3747323114995,"Cocktail Bar"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Cafe Landwer",43.6487534993206,-79.3853673607289,"Café"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Tim Hortons",43.6468622,-79.3825442,"Coffee Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Pizzeria Libretto",43.6483335468624,-79.3851105018417,"Pizza Place"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"The Reservoir Lounge",43.6485165985155,-79.3745562339159,"Jazz Club"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Bardi's Steak House",43.64622,-79.383074,"Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Sweet Lulu",43.6505565048994,-79.381175432244,"Asian Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"D.W. Alexander",43.6483330433916,-79.3738261420116,"Cocktail Bar"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Over Easy",43.6480770420435,-79.377598715754,"Breakfast Spot"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Rosalinda",43.6502524830693,-79.3851557562008,"Vegetarian / Vegan Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Mercatto",43.6502431921682,-79.380819891499,"Italian Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Cambridge Suites Toronto",43.6518364947598,-79.3781073804555,"Hotel"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Versus Coffee",43.651213437819,-79.3752356482855,"Coffee Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"M Square Coffee Co",43.6512179725378,-79.3835545993225,"Coffee Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"John Allans",43.6514466352119,-79.3813538961139,"Salon / Barbershop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"The Poké Box",43.6504693150318,-79.3763170395283,"Poke Place"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Portico",43.6518556879001,-79.3780554090652,"Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Bulldog On The Block",43.6506521885263,-79.3841409287363,"Coffee Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Ruby Thai (First Canadian Place)",43.6490914021937,-79.3815999014514,"Thai Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Assembly Chef's Hall",43.6505788650939,-79.3834119303614,"Food Court"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"NAMI",43.6508533617851,-79.375887466417,"Japanese Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"iQ Food Co",43.6474816860323,-79.3791041736264,"Fast Food Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Spirit of Hockey",43.6470469222422,-79.3775372758635,"Sporting Goods Shop"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"McEwan Foods",43.647160111264,-79.3810440254805,"Deli / Bodega"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Jump",43.6481473851635,-79.3787524254065,"American Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Metropolitan Resto Bar",43.6500616604485,-79.3771814107564,"Italian Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Union Chicken",43.6449118590361,-79.3823253470279,"Fried Chicken Joint"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Carisma",43.649616717743,-79.3754337751762,"Italian Restaurant"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Old City Hall",43.6520088008761,-79.3817442232328,"Monument / Landmark"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Brookfield Place",43.646790641203,-79.3787693853056,"Shopping Mall"
"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,"Piper's Gastropub",43.6454681111447,-79.3817790558146,"Cocktail Bar"
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,"Rustic Bakery",43.7154139989748,-79.4903002864082,"Bakery"
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,"Sporty",43.7165031433105,-79.4898376464844,"Basketball Court"
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,"Maple leaf park",43.716187513283,-79.4935309549699,"Park"
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,"Queen's GreenBelt Park",43.7123552616137,-79.4847536087036,"Trail"
"North Park, Maple Leaf Park, Upwood Park",43.7137562,-79.4900738,"Mika's Trim",43.714068,-79.496113,"Construction & Landscaping"
"Humber Summit",43.7563033,-79.5659633,"Pizza Monza",43.7550425265422,-79.5671952101001,"Pizza Place"
"Humber Summit",43.7563033,-79.5659633,"Islington & Finch",43.7546464942546,-79.5686383207162,"Intersection"
"Humber Summit",43.7563033,-79.5659633,"Faab Fitness",43.7581558227539,-79.570442199707,"Gym"
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,"Have A Nap Motel",43.718256,-79.240135,"Motel"
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,"Vincent's Spot",43.7170015254426,-79.2423533846594,"American Restaurant"
"Willowdale, Newtonbrook",43.789053,-79.4084928,"Newtonbrook Park",43.786942,-79.410022,"Park"
"Downsview",43.7284964,-79.4956974,"Roding Park",43.7286550411943,-79.4929176098699,"Baseball Field"
"Downsview",43.7284964,-79.4956974,"Blue Sail Energy Solutions",43.7314450238841,-79.4937872886658,"Business Service"
"Downsview",43.7284964,-79.4956974,"Yummy Dogs",43.726511740689,-79.5012795013618,"Food Truck"
"Studio District",43.6595255,-79.340923,"Ed's Real Scoop",43.660655832455,-79.3420187548006,"Ice Cream Shop"
"Studio District",43.6595255,-79.340923,"Queen Books",43.6606506251737,-79.3422672395691,"Bookstore"
"Studio District",43.6595255,-79.340923,"Hooked",43.660407315243,-79.3432572164162,"Fish Market"
"Studio District",43.6595255,-79.340923,"Te Aro",43.6613728167505,-79.3385773628338,"Coffee Shop"
"Studio District",43.6595255,-79.340923,"The Bone House",43.6608937612564,-79.3410974737743,"Pet Store"
"Studio District",43.6595255,-79.340923,"Mercury Espresso Bar",43.6608061523519,-79.3412406484112,"Coffee Shop"
"Studio District",43.6595255,-79.340923,"Reliable Halibut and Chips",43.660874,-79.340938,"Seafood Restaurant"
"Studio District",43.6595255,-79.340923,"WAYLABAR",43.6612341297826,-79.3395972276322,"Gay Bar"
"Studio District",43.6595255,-79.340923,"Purple Penguin Cafe",43.6605011507397,-79.3425649084518,"Café"
"Studio District",43.6595255,-79.340923,"Leslieville",43.6620702439278,-79.3378561982374,"Neighborhood"
"Studio District",43.6595255,-79.340923,"Baldini",43.6612999663691,-79.3390268694366,"Italian Restaurant"
"Studio District",43.6595255,-79.340923,"braised",43.6604518672924,-79.3433460691627,"American Restaurant"
"Studio District",43.6595255,-79.340923,"Leslieville Cheese Market",43.6605463929625,-79.3423024562941,"Cheese Shop"
"Studio District",43.6595255,-79.340923,"Brick Street Breads",43.66068453213,-79.3425013474948,"Bakery"
"Studio District",43.6595255,-79.340923,"eastside social",43.6612889019829,-79.3391547653617,"Comfort Food Restaurant"
"Studio District",43.6595255,-79.340923,"Boxcar Social",43.6597227413516,-79.3468707772138,"Café"
"Studio District",43.6595255,-79.340923,"Avling Kitchen & Brewery",43.661515,-79.338117,"Brewery"
"Studio District",43.6595255,-79.340923,"Tabule",43.6597309653436,-79.3463408134466,"Middle Eastern Restaurant"
"Studio District",43.6595255,-79.340923,"Wonder Pens",43.6628090673444,-79.3414515960119,"Stationery Store"
"Studio District",43.6595255,-79.340923,"Starbucks",43.660742,-79.342362,"Coffee Shop"
"Studio District",43.6595255,-79.340923,"Bonjour Brioche",43.659734402868,-79.3462661434219,"Bakery"
"Studio District",43.6595255,-79.340923,"EAT BKK Thai Kitchen",43.66045,-79.343113,"Thai Restaurant"
"Studio District",43.6595255,-79.340923,"District 28",43.6551738816051,-79.3405976013776,"Coworking Space"
"Studio District",43.6595255,-79.340923,"Jimmie Simpson Park",43.6592296883847,-79.3450629597167,"Park"
"Studio District",43.6595255,-79.340923,"Spirit Loft Yoga",43.6635481594414,-79.3413327874046,"Yoga Studio"
"Studio District",43.6595255,-79.340923,"The Thirsty Duck",43.6611384697793,-79.3401099479695,"Gastropub"
"Studio District",43.6595255,-79.340923,"Brooklyn Tavern",43.6619369746749,-79.3359378692715,"American Restaurant"
"Studio District",43.6595255,-79.340923,"Dwell Gym",43.6634116374049,-79.3411044597478,"Gym / Fitness Center"
"Studio District",43.6595255,-79.340923,"The Roy Public House",43.6604518494641,-79.3429938297394,"Bar"
"Studio District",43.6595255,-79.340923,"TD Canada Trust",43.6606594516668,-79.3427748186605,"Bank"
"Studio District",43.6595255,-79.340923,"Barrio Cerveceria",43.6604301326082,-79.3435089748663,"Latin American Restaurant"
"Studio District",43.6595255,-79.340923,"7-Eleven",43.660897,-79.340159,"Convenience Store"
"Studio District",43.6595255,-79.340923,"Gale's Snack Bar",43.658239,-79.339077,"Diner"
"Studio District",43.6595255,-79.340923,"Good Neighbour",43.6610004575794,-79.3402980968376,"Clothing Store"
"Studio District",43.6595255,-79.340923,"Shoppers Drug Mart",43.661222,-79.340584,"Pharmacy"
"Studio District",43.6595255,-79.340923,"Saulter Street Brewery",43.6584115679406,-79.3463921797979,"Brewery"
"Studio District",43.6595255,-79.340923,"McQueens Pub",43.661483127833,-79.338072195258,"Gastropub"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Aroma Espresso Bar",43.7359750448076,-79.4203908088742,"Café"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Darbar Persian Grill",43.735484,-79.420006,"Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"The Copper Chimney",43.736195184325,-79.4202708133013,"Indian Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Francobollo",43.7345569230558,-79.4195490867914,"Italian Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Sakura Garden",43.7333979258139,-79.4194912982861,"Sushi Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Pheasant & Firkin",43.7351725546914,-79.4197020813647,"Pub"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Satay on the Road",43.7353103120092,-79.4197833867694,"Thai Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Freshii",43.7315824554105,-79.4191093909522,"Juice Bar"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Drums N Flats",43.7350351247863,-79.4200397803516,"Comfort Food Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Karbouzi Greek Taverna",43.7362044620751,-79.420358854419,"Greek Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Starbucks",43.732604,-79.419136,"Coffee Shop"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Tim Hortons",43.7353559562243,-79.4196045426164,"Coffee Shop"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Shoppers Drug Mart",43.736276,-79.419705,"Pharmacy"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Subway",43.7314848558715,-79.4195498134509,"Sandwich Place"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Dino's No Frills",43.730699,-79.418535,"Grocery Store"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Il Fornaro",43.734073,-79.41987,"Italian Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Subway",43.7315953957868,-79.4196395905356,"Sandwich Place"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"LCBO",43.7310647866027,-79.4192374005534,"Liquor Store"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Bruno's Fine Food",43.7366419570093,-79.4198699051871,"Butcher"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Safari Bar and Grill",43.729051484092,-79.4181086286392,"American Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Pizza Pizza",43.731952,-79.415019,"Pizza Place"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Rossini Restaurant",43.735309,-79.420187,"Italian Restaurant"
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,"Want Boutique",43.7299255093617,-79.4187927246094,"Women's Store"
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,"Subway",43.6902183030022,-79.4740499723433,"Sandwich Place"
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,"Variety And Video",43.6901046776143,-79.4751426938867,"Convenience Store"
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,"2 Brothers shawarma",43.690118,-79.47515,"Turkish Restaurant"
"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.4760133,"Chris Tonks Arena",43.68757035873,-79.4794105492802,"Skating Rink"
"Humberlea, Emery",43.7247659,-79.5322424,"Strathburn Park",43.7217650475237,-79.5328544854936,"Baseball Field"
"Humberlea, Emery",43.7247659,-79.5322424,"Warren's Waterless Printing",43.7277856129709,-79.5286275518249,"Paper / Office Supplies Store"
"Birch Cliff, Cliffside West",43.692657,-79.2648481,"The Birchcliff",43.6916664440654,-79.2645315848168,"Café"
"Birch Cliff, Cliffside West",43.692657,-79.2648481,"Birchmount Community Centre",43.695175075098,-79.2621608707024,"General Entertainment"
"Birch Cliff, Cliffside West",43.692657,-79.2648481,"Scarborough Gardens",43.6946465192162,-79.2622303172552,"Skating Rink"
"Birch Cliff, Cliffside West",43.692657,-79.2648481,"Birchmount Stadium",43.6953228677126,-79.2612934112549,"College Stadium"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Loblaws",43.768722,-79.412101,"Grocery Store"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"The Keg",43.7665789176648,-79.4121314122256,"Steakhouse"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Cineplex Cinemas",43.7686253983948,-79.4126130710475,"Movie Theater"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Konjiki Ramen",43.7669977102342,-79.4122220932875,"Ramen Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Saryo",43.7669790200923,-79.4122049167569,"Café"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Starbucks",43.768353,-79.413046,"Coffee Shop"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Aroma Espresso Bar",43.7694488209918,-79.4130810773568,"Café"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Mel Lastman Square",43.7677014578343,-79.4129754154405,"Plaza"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Wako Sushi + Bar",43.7708060672081,-79.4131381195625,"Japanese Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Booster Juice",43.76889,-79.4129899,"Juice Bar"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Dairy Queen",43.7670155777069,-79.4120009150447,"Ice Cream Shop"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Empress Walk",43.768540252858,-79.4126707082784,"Shopping Mall"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Aura",43.7660127993648,-79.4108128644145,"Lounge"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Kinton Ramen",43.7696837592679,-79.4130487729177,"Ramen Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Aburi Room",43.769197,-79.414039,"Sushi Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"PetSmart",43.769139,-79.412522,"Pet Store"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Starbucks",43.768464,-79.414017,"Coffee Shop"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Michaels",43.7672448739457,-79.4119737288361,"Arts & Crafts Store"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Subway",43.768507,-79.4139845423279,"Sandwich Place"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Ajisen Ramen 味千ラーメン",43.771444,-79.413139,"Ramen Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Best Buy",43.7681151806393,-79.4126082683499,"Electronics Store"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Symposium Cafe Restaurant & Lounge",43.7710754400333,-79.4133962461016,"Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Wendy’s",43.7684612724385,-79.4123771060805,"Fast Food Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"TD Canada Trust",43.7705822111055,-79.413736857242,"Bank"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Shawarma Max",43.7660117089712,-79.4108444367908,"Middle Eastern Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Boston Pizza",43.7696656698014,-79.4130566605479,"Pizza Place"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Dollarama",43.768722,-79.412101,"Discount Store"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Subway",43.7714009044678,-79.4134571729388,"Sandwich Place"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Pho 88 Vietnamese Cuisine",43.7704559639337,-79.4130642453794,"Vietnamese Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Ten Ren's Tea Time 喫茶新饌",43.7695748523274,-79.4125966937092,"Bubble Tea Shop"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Freshslice Pizza",43.7713534080253,-79.4134865956423,"Pizza Place"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"North York City Centre",43.7686177323892,-79.4131599369603,"Shopping Mall"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Novotel Toronto North York",43.7687230473647,-79.4142573072583,"Hotel"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"PROJECT:FISH",43.7691,-79.414305,"Sushi Restaurant"
"Willowdale, Willowdale East",43.7701199,-79.4084928,"Trio Restaurant",43.769057691735,-79.4143768422467,"Restaurant"
"Downsview",43.7616313,-79.5209994,"Durante's No Frills",43.758178,-79.51968,"Grocery Store"
"Downsview",43.7616313,-79.5209994,"Dollarama",43.758177,-79.519679,"Discount Store"
"Downsview",43.7616313,-79.5209994,"Driftwood community centre",43.7656795956302,-79.5197064319526,"Athletics & Sports"
"Downsview",43.7616313,-79.5209994,"Planet Fitness",43.757538,-79.51961,"Gym / Fitness Center"
"Lawrence Park",43.7280205,-79.3887901,"Lawrence Park Ravine",43.7269630391376,-79.3943824670878,"Park"
"Lawrence Park",43.7280205,-79.3887901,"Zodiac Swim School",43.7285320576544,-79.3828602612317,"Swim School"
"Lawrence Park",43.7280205,-79.3887901,"TTC Bus #162 - Lawrence-Donway",43.7280260579945,-79.3828052775386,"Bus Line"
"Roselawn",43.7116948,-79.4169356,"Ceiling Champions",43.713890731429,-79.420702457428,"Home Service"
"Roselawn",43.7116948,-79.4169356,"Rosalind's Garden Oasis",43.712188880506,-79.4119778473692,"Garden"
"Runnymede, The Junction North",43.6731853,-79.4872619,"Wonderfood",43.6723523832432,-79.4925711590987,"Convenience Store"
"Runnymede, The Junction North",43.6731853,-79.4872619,"195 Jane Rocket",43.672334850841,-79.4926338997996,"Bus Line"
"Weston",43.706876,-79.5181884,"Maison Birks",43.7058574127737,-79.516102330374,"Jewelry Store"
"Weston",43.706876,-79.5181884,"Grattan Park",43.7062216195431,-79.521704838613,"Park"
"Weston",43.706876,-79.5181884,"Olympic convenience store",43.7044860395592,-79.5157893338409,"Convenience Store"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Kim Kim restaurant",43.7538328379273,-79.2766112224504,"Chinese Restaurant"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Kairali",43.7549147392918,-79.2769450464637,"Indian Restaurant"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Karaikudi Chettinad South Indian Restaurant",43.7560415394531,-79.2762759194201,"Indian Restaurant"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Pho Vietnam",43.7577703056472,-79.2785719306899,"Vietnamese Restaurant"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Big Al's Pet Supercentre",43.7592789441159,-79.2783254474934,"Pet Store"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Scarborough LRT",43.7564649518892,-79.2721939086914,"Light Rail Station"
"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,"Salvation Army Thrift Store",43.7557821055095,-79.2762077195083,"Thrift / Vintage Store"
"York Mills West",43.7527583,-79.4000493,"Kitchen Food Fair",43.7512979013873,-79.4013934022364,"Convenience Store"
"York Mills West",43.7527583,-79.4000493,"Tournament Park",43.7512572042018,-79.3997168540955,"Park"
"Davisville North",43.7127511,-79.3901975,"Summerhill Market North",43.7154991491069,-79.3928812598802,"Food & Drink Shop"
"Davisville North",43.7127511,-79.3901975,"Sherwood Park",43.7165510030759,-79.3877756714162,"Park"
"Davisville North",43.7127511,-79.3901975,"Homeway Restaurant & Brunch",43.7126412039744,-79.3915565519994,"Breakfast Spot"
"Davisville North",43.7127511,-79.3901975,"Winners",43.7132360641325,-79.3938728363979,"Department Store"
"Davisville North",43.7127511,-79.3901975,"Best Western Roehampton Hotel & Suites",43.7088783,-79.3908798,"Hotel"
"Davisville North",43.7127511,-79.3901975,"Subway",43.7084743635371,-79.3906742566405,"Sandwich Place"
"Davisville North",43.7127511,-79.3901975,"900 Mount Pleasant - Residents Gym",43.7116705886057,-79.3917671882441,"Gym / Fitness Center"
"Davisville North",43.7127511,-79.3901975,"Provocative Pizza Series",43.7082931145051,-79.3895460348438,"Pizza Place"
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.4113072,"Kay Gardner Beltline Trail",43.6984458355745,-79.4068729877472,"Trail"
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.4113072,"Nikko Sushi Japenese Restaurant",43.70044336988,-79.4079569046407,"Sushi Restaurant"
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.4113072,"Chimichanga",43.7003539650898,-79.4076049751137,"Mexican Restaurant"
"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.4113072,"Oliver jewelry",43.7003736026782,-79.4076437784668,"Jewelry Store"
"High Park, The Junction South",43.6616083,-79.4647633,"Lithuania Park",43.6586666534704,-79.463038444519,"Park"
"High Park, The Junction South",43.6616083,-79.4647633,"Hole in the Wall",43.6652962410252,-79.4651178310738,"Bar"
"High Park, The Junction South",43.6616083,-79.4647633,"nodo",43.6653033216275,-79.465620680049,"Italian Restaurant"
"High Park, The Junction South",43.6616083,-79.4647633,"Indie Alehouse",43.6654747231527,-79.4652897304727,"Gastropub"
"High Park, The Junction South",43.6616083,-79.4647633,"Junction Flea",43.665258286012,-79.462867677381,"Flea Market"
"High Park, The Junction South",43.6616083,-79.4647633,"ARTiculations",43.6655499084009,-79.4671938036731,"Arts & Crafts Store"
"High Park, The Junction South",43.6616083,-79.4647633,"SMASH",43.6654962550784,-79.4655372246959,"Antique Shop"
"High Park, The Junction South",43.6616083,-79.4647633,"famous last words",43.665181,-79.468471,"Speakeasy"
"High Park, The Junction South",43.6616083,-79.4647633,"Mjölk",43.6654324366856,-79.4679619411232,"Furniture / Home Store"
"High Park, The Junction South",43.6616083,-79.4647633,"The Beet Organic Café",43.6653396573897,-79.4671365567853,"Café"
"High Park, The Junction South",43.6616083,-79.4647633,"Junction City Music Hall",43.6653342894212,-79.4662529842749,"Music Venue"
"High Park, The Junction South",43.6616083,-79.4647633,"Isaan Der",43.665311,-79.468078,"Thai Restaurant"
"High Park, The Junction South",43.6616083,-79.4647633,"Tim & Sue's No Frills",43.664243,-79.468643,"Grocery Store"
"High Park, The Junction South",43.6616083,-79.4647633,"Playa Cabana Cantina",43.6653150256334,-79.4655480304292,"Mexican Restaurant"
"High Park, The Junction South",43.6616083,-79.4647633,"Cool Hand of a Girl",43.6654101782066,-79.4628216766038,"Café"
"High Park, The Junction South",43.6616083,-79.4647633,"Pandemonium",43.6655328625076,-79.4669310342735,"Bookstore"
"High Park, The Junction South",43.6616083,-79.4647633,"Junction Grill",43.6652101189018,-79.4684608348302,"Diner"
"High Park, The Junction South",43.6616083,-79.4647633,"Silk",43.6652907354296,-79.4662384380862,"Thai Restaurant"
"High Park, The Junction South",43.6616083,-79.4647633,"Chica’s Nashville Hot Chicken",43.665295,-79.464888,"Fried Chicken Joint"
"High Park, The Junction South",43.6616083,-79.4647633,"Dollarama",43.665792,-79.465906,"Discount Store"
"High Park, The Junction South",43.6616083,-79.4647633,"A&W",43.66552,-79.464731,"Fast Food Restaurant"
"High Park, The Junction South",43.6616083,-79.4647633,"Pascal's Baguette & Bagels",43.665426,-79.466176,"Bakery"
"High Park, The Junction South",43.6616083,-79.4647633,"ROUX",43.6654181471987,-79.4623920468722,"Cajun / Creole Restaurant"
"High Park, The Junction South",43.6616083,-79.4647633,"La Revolucion",43.6654602489921,-79.4643075643413,"Mexican Restaurant"
"Westmount",43.696319,-79.5322424,"Mayflower Chinese Food",43.6927531566651,-79.5315659408211,"Chinese Restaurant"
"Westmount",43.696319,-79.5322424,"Starbucks",43.696338,-79.533398,"Coffee Shop"
"Westmount",43.696319,-79.5322424,"Pizza Hut",43.696524189362,-79.5335046325502,"Pizza Place"
"Westmount",43.696319,-79.5322424,"Subway",43.6929268731997,-79.5314711469564,"Sandwich Place"
"Westmount",43.696319,-79.5322424,"Pizza Nova",43.6928168746984,-79.5315699575481,"Pizza Place"
"Westmount",43.696319,-79.5322424,"2 Bros Cuisine",43.6924991800565,-79.5316976308823,"Middle Eastern Restaurant"
"Westmount",43.696319,-79.5322424,"Dixon & Royal York",43.7000130720107,-79.534407971553,"Intersection"
